participant,session,block_number,trial_number,trial_in_block_num,trial_type,probability_type,sequence_used,stimulus_position_num,rt_non_cumulative_s,rt_cumulative_s,correct_key_pressed,response_key_pressed,correct_response,is_nogo,is_practice,epoch,mind_wandering_rating_1,mind_wandering_rating_2,mind_wandering_rating_3,mind_wandering_rating_4
1,1,1,1,1,R,X,"1,2,3,4",4,1.3501957000007678,1.3502152000000933,l,l,True,False,False,1,NA,NA,NA,NA
1,1,1,2,2,P,X,"1,2,3,4",1,0.37297940000280505,0.37300970000069356,s,s,True,False,False,1,NA,NA,NA,NA
1,1,1,3,3,R,L,"1,2,3,4",2,0.30198549999840907,0.3020227999986673,f,f,True,False,False,1,NA,NA,NA,NA
1,1,1,4,4,P,H,"1,2,3,4",2,0.30873719999726745,0.3087551999997231,f,f,True,False,False,1,NA,NA,NA,NA
1,1,1,5,5,R,H,"1,2,3,4",3,0.313156500000332,0.3131766999977117,j,j,True,False,False,1,NA,NA,NA,NA
1,1,1,6,6,P,H,"1,2,3,4",3,0.4110897000027762,0.41111600000294857,j,j,True,False,False,1,NA,NA,NA,NA
1,1,1,7,7,R,L,"1,2,3,4",2,2.0058268000029784,2.005846800002473,f,f,True,False,False,1,NA,NA,NA,NA
1,1,1,8,8,P,H,"1,2,3,4",4,0.3884388999977091,0.38846790000025067,l,l,True,False,False,1,NA,NA,NA,NA
1,1,1,9,9,R,H,"1,2,3,4",3,0.5551844000001438,0.5552102000001469,j,j,True,False,False,1,NA,NA,NA,NA
1,1,1,10,10,P,H,"1,2,3,4",1,0.4092484000029799,0.409272000000783,s,s,True,False,False,1,NA,NA,NA,NA
1,1,1,11,11,R,H,"1,2,3,4",4,0.4395613000015146,0.43958310000016354,l,l,True,False,False,1,NA,NA,NA,NA
1,1,1,12,12,P,H,"1,2,3,4",2,0.41416860000026645,0.41419200000018463,f,f,True,False,False,1,NA,NA,NA,NA
1,1,1,13,13,R,H,"1,2,3,4",1,0.3644806000011158,0.3645109000026423,s,s,True,False,False,1,NA,NA,NA,NA
1,1,1,14,14,P,H,"1,2,3,4",3,0.6185896000024513,0.618610900000931,j,j,True,False,False,1,NA,NA,NA,NA
1,1,1,15,15,R,T,"1,2,3,4",1,0.4053773999985424,0.4053983999983757,s,s,True,False,False,1,NA,NA,NA,NA
1,1,1,16,16,P,H,"1,2,3,4",4,0.35018570000102045,0.3502294999998412,l,l,True,False,False,1,NA,NA,NA,NA
