participant,session,block_number,trial_number,trial_in_block_num,trial_type,probability_type,sequence_used,stimulus_position_num,rt_non_cumulative_s,rt_cumulative_s,correct_key_pressed,response_key_pressed,correct_response,is_nogo,is_practice,epoch,is_first_response,mind_wandering_rating_1,mind_wandering_rating_2,mind_wandering_rating_3,mind_wandering_rating_4
12222,1,1,1,1,R,X,"1,4,2,3",3,0.28254270000024917,0.28254270000024917,j,f,False,False,False,1,,1,2,1,2
12222,1,1,1,1,R,X,"1,4,2,3",3,0.22414989999970203,0.5066925999999512,j,j,True,False,False,1,,1,2,1,2
12222,1,1,2,2,P,X,"1,4,2,3",1,0.24391960000002655,0.24391960000002655,s,s,True,False,False,1,,1,2,1,2
12222,1,1,3,3,R,L,"1,4,2,3",2,0.29077030000007653,0.29077030000007653,f,f,True,False,False,1,,1,2,1,2
12222,1,1,4,4,P,H,"1,4,2,3",4,0.24180380000007062,0.24180380000007062,l,j,False,False,False,1,,1,2,1,2
12222,1,1,4,4,P,H,"1,4,2,3",4,0.15203760000031252,0.39384140000038315,l,l,True,False,False,1,,1,2,1,2
12222,1,1,5,5,R,L,"1,4,2,3",4,0.22521689999985028,0.22521689999985028,l,l,True,False,False,1,,1,2,1,2
12222,1,1,6,6,P,H,"1,4,2,3",2,0.20173969999996189,0.20173969999996189,f,f,True,False,False,1,,1,2,1,2
12222,1,1,7,7,R,L,"1,4,2,3",1,0.24630789999991975,0.24630789999991975,s,s,True,False,False,1,,1,2,1,2
12222,1,1,8,8,P,H,"1,4,2,3",3,0.21628529999998136,0.21628529999998136,j,j,True,False,False,1,,1,2,1,2
