participant,session,block_number,trial_number,trial_in_block_num,trial_type,probability_type,sequence_used,stimulus_position_num,rt_non_cumulative_s,rt_cumulative_s,correct_key_pressed,response_key_pressed,correct_response,is_nogo,is_practice,epoch,mind_wandering_rating_1,mind_wandering_rating_2,mind_wandering_rating_3,mind_wandering_rating_4
4444,1,1,1,1,R,X,"1,3,4,2",2,0.3956537080000544,0.39567950000014207,f,s,False,False,False,1,2,1,1,1
4444,1,1,1,1,R,X,"1,3,4,2",2,0.06660283399992295,0.4624373750000359,f,f,True,False,False,1,2,1,1,1
4444,1,1,2,2,P,X,"1,3,4,2",1,0.35511816700000054,0.35514400000010937,s,s,True,False,False,1,2,1,1,1
4444,1,1,3,3,R,L,"1,3,4,2",4,0.3645757079998475,0.36459224999998696,l,l,True,False,False,1,2,1,1,1
4444,1,1,4,4,P,H,"1,3,4,2",3,0.3945469170000706,0.3945688750000045,j,j,True,False,False,1,2,1,1,1
4444,1,1,5,5,R,L,"1,3,4,2",3,0.2899392079998506,0.2899571250000008,j,j,True,False,False,1,2,1,1,1
4444,1,1,6,6,P,H,"1,3,4,2",4,0.32785149999995156,0.3278662500001701,l,l,True,False,False,1,2,1,1,1
4444,1,1,7,7,R,T,"1,3,4,2",3,0.3321763749997899,0.3321990829999777,j,j,True,False,False,1,2,1,1,1
4444,1,1,8,8,P,H,"1,3,4,2",2,0.3026940830000058,0.3027164999998604,f,f,True,False,False,1,2,1,1,1
4444,1,1,9,9,R,L,"1,3,4,2",2,0.281665041999986,0.2816824159999669,f,f,True,False,False,1,2,1,1,1
4444,1,1,10,10,P,H,"1,3,4,2",1,0.2839559999999892,0.2839788750000025,s,s,True,False,False,1,2,1,1,1
